출판사,학년도,학교급명,시도코드,시도명,시도교육청,지역,총판,시도교육청수식,교육첨오코드,교육청명,교육지원청,교육청명가공,교육지원청수식,학교코드,정보공시학교코드,학교명,학교명 수식,학교급,교육과정,교지명,도서코드,교과군,과목명,정가,부수,금액
씨마스,2023,고등학교,15,경상남도,경상남도교육청,경상남도 창원시 마산합포구,남도서적,경상남도교육청,1503,창원,경상남도창원교육지원청,창원,경상남도창원교육지원청,47,S160000560,마산제일고,마산제일여자고등학교,고등일반,2015,지도서,76201,교양,심리학,98000,1,98000
씨마스,2023,고등학교,15,경상남도,경상남도교육청,경상남도 창원시 마산합포구,남도서적,경상남도교육청,1503,창원,경상남도창원교육지원청,창원,경상남도창원교육지원청,49,S160000561,마산중앙고,마산중앙고등학교,고등일반,2015,교과서,13157,체육,운동과 건강,8000,130,1040000
씨마스,2023,고등학교,15,경상남도,경상남도교육청,경상남도 창원시 마산합포구,남도서적,경상남도교육청,1503,창원,경상남도창원교육지원청,창원,경상남도창원교육지원청,49,S160000561,마산중앙고,마산중앙고등학교,고등일반,2015,교과서,13173,체육,체육 탐구,8500,122,1037000
씨마스,2023,고등학교,15,경상남도,경상남도교육청,경상남도 창원시 마산합포구,남도서적,경상남도교육청,1503,창원,경상남도창원교육지원청,창원,경상남도창원교육지원청,49,S160000561,마산중앙고,마산중앙고등학교,고등일반,2015,교과서,13272,정보,정보,8600,144,1238400
씨마스,2023,고등학교,15,경상남도,경상남도교육청,경상남도 창원시 마산합포구,남도서적,경상남도교육청,1503,창원,경상남도창원교육지원청,창원,경상남도창원교육지원청,49,S160000561,마산중앙고,마산중앙고등학교,고등일반,2015,지도서,13272,정보,정보,60000,2,120000
씨마스,2023,고등학교,15,경상남도,경상남도교육청,경상남도 창원시 마산합포구,남도서적,경상남도교육청,1503,창원,경상남도창원교육지원청,창원,경상남도창원교육지원청,49,S160000561,마산중앙고,마산중앙고등학교,고등일반,2015,교과서,13523,한문,한문Ⅰ,7800,0,0
씨마스,2023,고등학교,15,경상남도,경상남도교육청,경상남도 창원시 마산합포구,남도서적,경상남도교육청,1503,창원,경상남도창원교육지원청,창원,경상남도창원교육지원청,49,S160000561,마산중앙고,마산중앙고등학교,고등일반,2015,지도서,13523,한문,한문Ⅰ,48000,0,0
씨마스,2023,고등학교,15,경상남도,경상남도교육청,경상남도 창원시 마산합포구,남도서적,경상남도교육청,1503,창원,경상남도창원교육지원청,창원,경상남도창원교육지원청,49,S160000561,마산중앙고,마산중앙고등학교,고등일반,2015,교과서,17436,정보,인공지능 기초,12100,144,1742400
씨마스,2023,고등학교,15,경상남도,경상남도교육청,경상남도 창원시 마산합포구,남도서적,경상남도교육청,1503,창원,경상남도창원교육지원청,창원,경상남도창원교육지원청,49,S160000561,마산중앙고,마산중앙고등학교,고등일반,2015,지도서,17436,정보,인공지능 기초,84000,1,84000
씨마스,2023,고등학교,8,경기도,경기도교육청,경기도 남양주시,한강도서,경기도교육청,808,구리남양주,경기도구리남양주교육지원청,구리남양주,경기도구리남양주교육지원청,23,S090005800,마석고,마석고등학교,고등일반,2015,교과서,13032,수학,경제 수학,9500,17,161500
씨마스,2023,고등학교,8,경기도,경기도교육청,경기도 남양주시,한강도서,경기도교육청,808,구리남양주,경기도구리남양주교육지원청,구리남양주,경기도구리남양주교육지원청,23,S090005800,마석고,마석고등학교,고등일반,2015,지도서,13032,수학,경제 수학,98000,1,98000
씨마스,2023,고등학교,8,경기도,경기도교육청,경기도 남양주시,한강도서,경기도교육청,808,구리남양주,경기도구리남양주교육지원청,구리남양주,경기도구리남양주교육지원청,23,S090005800,마석고,마석고등학교,고등일반,2015,교과서,13082,사회(역사/도덕),사회문제 탐구,8500,102,867000
씨마스,2023,고등학교,8,경기도,경기도교육청,경기도 남양주시,한강도서,경기도교육청,808,구리남양주,경기도구리남양주교육지원청,구리남양주,경기도구리남양주교육지원청,23,S090005800,마석고,마석고등학교,고등일반,2015,지도서,13082,사회(역사/도덕),사회문제 탐구,105000,1,105000
씨마스,2023,고등학교,8,경기도,경기도교육청,경기도 남양주시,한강도서,경기도교육청,808,구리남양주,경기도구리남양주교육지원청,구리남양주,경기도구리남양주교육지원청,23,S090005800,마석고,마석고등학교,고등일반,2015,교과서,13112,과학,생활과 과학,9800,167,1636600
씨마스,2023,고등학교,8,경기도,경기도교육청,경기도 남양주시,한강도서,경기도교육청,808,구리남양주,경기도구리남양주교육지원청,구리남양주,경기도구리남양주교육지원청,23,S090005800,마석고,마석고등학교,고등일반,2015,교과서,13200,예술(미술),미술,7500,376,2820000
씨마스,2023,고등학교,8,경기도,경기도교육청,경기도 남양주시,한강도서,경기도교육청,808,구리남양주,경기도구리남양주교육지원청,구리남양주,경기도구리남양주교육지원청,23,S090005800,마석고,마석고등학교,고등일반,2015,지도서,13200,예술(미술),미술,45000,1,45000
씨마스,2023,고등학교,8,경기도,경기도교육청,경기도 김포시,청인에듀,경기도교육청,822,김포,경기도김포교육지원청,김포,경기도김포교육지원청,10,S090005811,마송고,마송고등학교,고등일반,2015,교과서,13243,예술(미술),미술 감상과 비평,7500,37,277500
씨마스,2023,고등학교,8,경기도,경기도교육청,경기도 김포시,청인에듀,경기도교육청,822,김포,경기도김포교육지원청,김포,경기도김포교육지원청,10,S090005811,마송고,마송고등학교,고등일반,2015,지도서,13243,예술(미술),미술 감상과 비평,49000,1,49000
씨마스,2023,고등학교,9,강원특별자치도,강원특별자치도교육청,강원특별자치도 삼척시,동아도서,강원특별자치도교육청,916,삼척,강원특별자치도삼척교육지원청,삼척,강원특별자치도삼척교육지원청,8,S100000428,마이스터고,한국에너지마이스터고등학교,고등일반,2015,교과서,13022,수학,실용 수학,7500,59,442500
씨마스,2023,고등학교,14,경상북도,경상북도교육청,경상북도 경주시,경주도서,경상북도교육청,1402,경주,경상북도경주교육지원청,경주,경상북도경주교육지원청,1,S150000715,마이스터고,한국국제통상마이스터고등학교,고등일반,2015,교과서,13022,수학,실용 수학,7500,48,360000
씨마스,2023,고등학교,14,경상북도,경상북도교육청,경상북도 경주시,경주도서,경상북도교육청,1402,경주,경상북도경주교육지원청,경주,경상북도경주교육지원청,1,S150000715,마이스터고,한국국제통상마이스터고등학교,고등일반,2015,교과서,13137,체육,체육,7900,59,466100
씨마스,2023,고등학교,9,강원특별자치도,강원특별자치도교육청,강원특별자치도 삼척시,동아도서,강원특별자치도교육청,916,삼척,강원특별자치도삼척교육지원청,삼척,강원특별자치도삼척교육지원청,8,S100000428,마이스터고,한국에너지마이스터고등학교,고등전문,2015,교과서,15329,전문공통,성공적인 직업생활,9800,29,284200
씨마스,2023,고등학교,14,경상북도,경상북도교육청,경상북도 경주시,경주도서,경상북도교육청,1402,경주,경상북도경주교육지원청,경주,경상북도경주교육지원청,1,S150000715,마이스터고,한국국제통상마이스터고등학교,고등전문,2015,교과서,15329,전문공통,성공적인 직업생활,9800,59,578200
씨마스,2023,고등학교,14,경상북도,경상북도교육청,경상북도 경주시,경주도서,경상북도교육청,1402,경주,경상북도경주교육지원청,경주,경상북도경주교육지원청,1,S150000715,마이스터고,한국국제통상마이스터고등학교,고등전문,2015,지도서,15329,전문공통,성공적인 직업생활,73000,1,73000
씨마스,2023,고등학교,7,울산광역시,울산광역시교육청,울산광역시 북구,국일서적,울산광역시교육청,701,울산강북,울산광역시강북교육지원청,강북,울산광역시강북교육지원청,11,S070000110,마이스터고,울산마이스터고등학교,고등전문,2015,교과서,16105,기계,기계 제도,11760,80,940800
씨마스,2023,고등학교,9,강원특별자치도,강원특별자치도교육청,강원특별자치도 삼척시,동아도서,강원특별자치도교육청,916,삼척,강원특별자치도삼척교육지원청,삼척,강원특별자치도삼척교육지원청,8,S100000428,마이스터고,한국에너지마이스터고등학교,고등전문,2015,교과서,16416,전기·전자,전기 회로,9800,34,333200
씨마스,2023,고등학교,7,울산광역시,울산광역시교육청,울산광역시 북구,국일서적,울산광역시교육청,701,울산강북,울산광역시강북교육지원청,강북,울산광역시강북교육지원청,11,S070000110,마이스터고,울산마이스터고등학교,고등전문,2015,교과서,16416,전기·전자,전기 회로,9800,42,411600
씨마스,2023,고등학교,9,강원특별자치도,강원특별자치도교육청,강원특별자치도 삼척시,동아도서,강원특별자치도교육청,916,삼척,강원특별자치도삼척교육지원청,삼척,강원특별자치도삼척교육지원청,8,S100000428,마이스터고,한국에너지마이스터고등학교,고등전문,2015,교과서,16443,전기·전자,자동화 설비,11000,24,264000
씨마스,2023,고등학교,14,경상북도,경상북도교육청,경상북도 경주시,경주도서,경상북도교육청,1402,경주,경상북도경주교육지원청,경주,경상북도경주교육지원청,1,S150000715,마이스터고,한국국제통상마이스터고등학교,고등전문,2015,교과서,16443,전기·전자,자동화 설비,11000,11,121000
씨마스,2023,고등학교,7,울산광역시,울산광역시교육청,울산광역시 북구,국일서적,울산광역시교육청,701,울산강북,울산광역시강북교육지원청,강북,울산광역시강북교육지원청,11,S070000110,마이스터고,울산마이스터고등학교,고등전문,2015,교과서,16465,전기·전자,전자 회로,9800,42,411600
씨마스,2023,고등학교,9,강원특별자치도,강원특별자치도교육청,강원특별자치도 삼척시,동아도서,강원특별자치도교육청,916,삼척,강원특별자치도삼척교육지원청,삼척,강원특별자치도삼척교육지원청,8,S100000428,마이스터고,한국에너지마이스터고등학교,고등전문,2015,교과서,16484,전기·전자,디지털 논리 회로,9000,33,297000
씨마스,2023,고등학교,14,경상북도,경상북도교육청,경상북도 경주시,경주도서,경상북도교육청,1402,경주,경상북도경주교육지원청,경주,경상북도경주교육지원청,1,S150000715,마이스터고,한국국제통상마이스터고등학교,고등전문,2015,교과서,17491,경영·금융,금융 일반,9000,29,261000
씨마스,2023,고등학교,8,경기도,경기도교육청,경기도 이천시,대동교육,경기도교육청,819,이천,경기도이천교육지원청,이천,경기도이천교육지원청,4,S090000548,마장고,마장고등학교,고등일반,2015,교과서,13082,사회(역사/도덕),사회문제 탐구,8500,25,212500
씨마스,2023,고등학교,8,경기도,경기도교육청,경기도 이천시,대동교육,경기도교육청,819,이천,경기도이천교육지원청,이천,경기도이천교육지원청,4,S090000548,마장고,마장고등학교,고등전문,2015,교과서,15585,경영·금융,기업 자원 통합 관리,9900,14,138600
씨마스,2023,중학교,8,경기도,경기도교육청,경기도 이천시,대동교육,경기도교육청,819,이천,경기도이천교육지원청,이천,경기도이천교육지원청,3,S090003742,마장중,마장중학교,중학교,2015,교과서,11644,정보,정보,7000,97,679000
씨마스,2023,중학교,1,서울특별시,서울특별시교육청,서울특별시 성동구,문형서적,서울특별시교육청,110,서울성동광진,서울특별시성동광진교육지원청,성동광진,서울특별시성동광진교육지원청,13,S010005240,마장중,마장중학교,중학교,2015,교과서,11796,한문,한문,7800,0,0
씨마스,2023,고등학교,9,강원특별자치도,강원특별자치도교육청,강원특별자치도 영월군,영월)중앙서점,강원특별자치도교육청,908,영월,강원특별자치도영월교육지원청,영월,강원특별자치도영월교육지원청,1,S100000406,마차고,마차고등학교,고등일반,2015,교과서,13112,과학,생활과 과학,9800,7,68600
씨마스,2023,고등학교,1,서울특별시,서울특별시교육청,서울특별시 강서구,강서도서,서울특별시교육청,109,서울강서양천,서울특별시강서양천교육지원청,강서양천,서울특별시강서양천교육지원청,14,S010000429,마포고,마포고등학교,고등일반,2015,교과서,12493,사회(역사/도덕),한국사,9800,283,2773400
씨마스,2023,고등학교,1,서울특별시,서울특별시교육청,서울특별시 강서구,강서도서,서울특별시교육청,109,서울강서양천,서울특별시강서양천교육지원청,강서양천,서울특별시강서양천교육지원청,14,S010000429,마포고,마포고등학교,고등일반,2015,교과서,13523,한문,한문Ⅰ,7800,175,1365000
씨마스,2023,고등학교,12,전북특별자치도,전북특별자치도교육청,전북특별자치도 김제시,삼화서점,전북특별자치도교육청,1214,김제,전북특별자치도김제교육지원청,김제,전북특별자치도김제교육지원청,9,S130000340,만경여고,만경여자고등학교,고등일반,2015,교과서,12534,사회(역사/도덕),경제,8700,5,43500
씨마스,2023,중학교,12,전북특별자치도,전북특별자치도교육청,전북특별자치도 김제시,삼화서점,전북특별자치도교육청,1214,김제,전북특별자치도김제교육지원청,김제,전북특별자치도김제교육지원청,7,S130000695,만경여중,만경여자중학교,중학교,2015,교과서,11644,정보,정보,7000,9,63000
씨마스,2023,중학교,12,전북특별자치도,전북특별자치도교육청,전북특별자치도 김제시,삼화서점,전북특별자치도교육청,1214,김제,전북특별자치도김제교육지원청,김제,전북특별자치도김제교육지원청,7,S130000695,만경여중,만경여자중학교,중학교,2015,교과서,11672,체육,체육 ①/②,12700,9,114300
씨마스,2023,고등학교,6,대전광역시,대전광역시교육청,대전광역시 서구,중심서적,대전광역시교육청,602,대전서부,대전광역시서부교육지원청,서부,대전광역시서부교육지원청,16,S060000186,만년고,대전만년고등학교,고등일반,2015,교과서,13032,수학,경제 수학,9500,34,323000
씨마스,2023,고등학교,6,대전광역시,대전광역시교육청,대전광역시 서구,중심서적,대전광역시교육청,602,대전서부,대전광역시서부교육지원청,서부,대전광역시서부교육지원청,16,S060000186,만년고,대전만년고등학교,고등일반,2015,지도서,13032,수학,경제 수학,98000,5,490000
씨마스,2023,고등학교,6,대전광역시,대전광역시교육청,대전광역시 서구,중심서적,대전광역시교육청,602,대전서부,대전광역시서부교육지원청,서부,대전광역시서부교육지원청,16,S060000186,만년고,대전만년고등학교,고등일반,2015,교과서,13072,사회(역사/도덕),여행지리,9000,56,504000
씨마스,2023,고등학교,6,대전광역시,대전광역시교육청,대전광역시 서구,중심서적,대전광역시교육청,602,대전서부,대전광역시서부교육지원청,서부,대전광역시서부교육지원청,16,S060000186,만년고,대전만년고등학교,고등일반,2015,지도서,13072,사회(역사/도덕),여행지리,110000,2,220000
씨마스,2023,고등학교,6,대전광역시,대전광역시교육청,대전광역시 서구,중심서적,대전광역시교육청,602,대전서부,대전광역시서부교육지원청,서부,대전광역시서부교육지원청,16,S060000186,만년고,대전만년고등학교,고등일반,2015,교과서,13165,체육,스포츠 생활,8000,232,1856000
씨마스,2023,고등학교,6,대전광역시,대전광역시교육청,대전광역시 서구,중심서적,대전광역시교육청,602,대전서부,대전광역시서부교육지원청,서부,대전광역시서부교육지원청,16,S060000186,만년고,대전만년고등학교,고등일반,2015,지도서,13165,체육,스포츠 생활,59000,1,59000
씨마스,2023,고등학교,6,대전광역시,대전광역시교육청,대전광역시 서구,중심서적,대전광역시교육청,602,대전서부,대전광역시서부교육지원청,서부,대전광역시서부교육지원청,16,S060000186,만년고,대전만년고등학교,고등일반,2015,교과서,76201,교양,심리학,9700,160,1552000
씨마스,2023,고등학교,6,대전광역시,대전광역시교육청,대전광역시 서구,중심서적,대전광역시교육청,602,대전서부,대전광역시서부교육지원청,서부,대전광역시서부교육지원청,16,S060000186,만년고,대전만년고등학교,고등일반,2015,지도서,76201,교양,심리학,98000,4,392000
씨마스,2023,고등학교,2,부산광역시,부산광역시교육청,부산광역시 북구,한길도서,부산광역시교육청,205,부산북부,부산광역시북부교육지원청,북부,부산광역시북부교육지원청,10,S020000416,만덕고,만덕고등학교,고등일반,2015,교과서,13022,수학,실용 수학,7500,41,307500
씨마스,2023,고등학교,2,부산광역시,부산광역시교육청,부산광역시 북구,한길도서,부산광역시교육청,205,부산북부,부산광역시북부교육지원청,북부,부산광역시북부교육지원청,10,S020000416,만덕고,만덕고등학교,고등일반,2015,지도서,13022,수학,실용 수학,30000,2,60000
씨마스,2023,고등학교,2,부산광역시,부산광역시교육청,부산광역시 북구,한길도서,부산광역시교육청,205,부산북부,부산광역시북부교육지원청,북부,부산광역시북부교육지원청,10,S020000416,만덕고,만덕고등학교,고등일반,2015,교과서,76201,교양,심리학,9700,92,892400
씨마스,2023,고등학교,11,충청남도,충청남도교육청,충청남도 태안군,중앙서적,충청남도교육청,1115,태안,충청남도태안교육지원청,태안,충청남도태안교육지원청,1,S120000165,만리포고,만리포고등학교,고등일반,2015,교과서,13032,수학,경제 수학,9500,40,380000
씨마스,2023,고등학교,11,충청남도,충청남도교육청,충청남도 태안군,중앙서적,충청남도교육청,1115,태안,충청남도태안교육지원청,태안,충청남도태안교육지원청,1,S120000165,만리포고,만리포고등학교,고등일반,2015,교과서,13082,사회(역사/도덕),사회문제 탐구,8500,39,331500
씨마스,2023,고등학교,4,인천광역시,인천광역시교육청,인천광역시 남동구,진웅서적,인천광역시교육청,401,인천동부,인천광역시동부교육지원청,동부,인천광역시동부교육지원청,24,S040001818,만수고,인천만수고등학교,고등일반,2015,교과서,12591,사회(역사/도덕),윤리와 사상,8700,91,791700
씨마스,2023,고등학교,4,인천광역시,인천광역시교육청,인천광역시 남동구,진웅서적,인천광역시교육청,401,인천동부,인천광역시동부교육지원청,동부,인천광역시동부교육지원청,24,S040001818,만수고,인천만수고등학교,고등일반,2015,교과서,13082,사회(역사/도덕),사회문제 탐구,8500,73,620500
씨마스,2023,고등학교,4,인천광역시,인천광역시교육청,인천광역시 남동구,진웅서적,인천광역시교육청,401,인천동부,인천광역시동부교육지원청,동부,인천광역시동부교육지원청,24,S040001818,만수고,인천만수고등학교,고등일반,2015,교과서,13137,체육,체육,7900,276,2180400
씨마스,2023,고등학교,4,인천광역시,인천광역시교육청,인천광역시 남동구,진웅서적,인천광역시교육청,401,인천동부,인천광역시동부교육지원청,동부,인천광역시동부교육지원청,24,S040001818,만수고,인천만수고등학교,고등일반,2015,교과서,13157,체육,운동과 건강,8000,268,2144000
씨마스,2023,고등학교,4,인천광역시,인천광역시교육청,인천광역시 남동구,진웅서적,인천광역시교육청,401,인천동부,인천광역시동부교육지원청,동부,인천광역시동부교육지원청,24,S040001818,만수고,인천만수고등학교,고등일반,2015,교과서,13165,체육,스포츠 생활,8000,232,1856000
씨마스,2023,고등학교,7,울산광역시,울산광역시교육청,울산광역시 북구,국일서적,울산광역시교육청,701,울산강북,울산광역시강북교육지원청,강북,울산광역시강북교육지원청,30,S070000701,매곡고,매곡고등학교,고등일반,2015,교과서,13082,사회(역사/도덕),사회문제 탐구,8500,152,1292000
씨마스,2023,고등학교,7,울산광역시,울산광역시교육청,울산광역시 북구,국일서적,울산광역시교육청,701,울산강북,울산광역시강북교육지원청,강북,울산광역시강북교육지원청,30,S070000701,매곡고,매곡고등학교,고등일반,2015,교과서,13272,정보,정보,8600,249,2141400
씨마스,2023,고등학교,7,울산광역시,울산광역시교육청,울산광역시 북구,국일서적,울산광역시교육청,701,울산강북,울산광역시강북교육지원청,강북,울산광역시강북교육지원청,30,S070000701,매곡고,매곡고등학교,고등일반,2015,지도서,13272,정보,정보,60000,1,60000
씨마스,2023,고등학교,10,충청북도,충청북도교육청,충청북도 음성군,동아서림,충청북도교육청,1010,음성,충청북도음성교육지원청,음성,충청북도음성교육지원청,2,S110000144,매괴고,매괴고등학교,고등일반,2015,교과서,13032,수학,경제 수학,9500,43,408500
씨마스,2023,고등학교,10,충청북도,충청북도교육청,충청북도 음성군,동아서림,충청북도교육청,1010,음성,충청북도음성교육지원청,음성,충청북도음성교육지원청,2,S110000144,매괴고,매괴고등학교,고등일반,2015,교과서,13102,과학,과학사,9800,62,607600
씨마스,2023,고등학교,10,충청북도,충청북도교육청,충청북도 음성군,동아서림,충청북도교육청,1010,음성,충청북도음성교육지원청,음성,충청북도음성교육지원청,2,S110000144,매괴고,매괴고등학교,고등일반,2015,교과서,13200,예술(미술),미술,7500,111,832500
씨마스,2023,고등학교,10,충청북도,충청북도교육청,충청북도 음성군,동아서림,충청북도교육청,1010,음성,충청북도음성교육지원청,음성,충청북도음성교육지원청,2,S110000144,매괴고,매괴고등학교,고등일반,2015,교과서,17436,정보,인공지능 기초,12100,23,278300
씨마스,2023,고등학교,10,충청북도,충청북도교육청,충청북도 음성군,동아서림,충청북도교육청,1010,음성,충청북도음성교육지원청,음성,충청북도음성교육지원청,2,S110000144,매괴고,매괴고등학교,고등일반,2015,지도서,17436,정보,인공지능 기초,84000,1,84000
씨마스,2023,고등학교,13,전라남도,전라남도교육청,전라남도 순천시,순천)중앙서점,전라남도교육청,1303,순천,전라남도순천교육지원청,순천,전라남도순천교육지원청,3,S140000246,매산고,순천매산고등학교,고등일반,2015,교과서,12534,사회(역사/도덕),경제,8700,40,348000
씨마스,2023,고등학교,13,전라남도,전라남도교육청,전라남도 순천시,순천)중앙서점,전라남도교육청,1303,순천,전라남도순천교육지원청,순천,전라남도순천교육지원청,3,S140000246,매산고,순천매산고등학교,고등일반,2015,지도서,12534,사회(역사/도덕),경제,68000,1,68000
씨마스,2023,고등학교,13,전라남도,전라남도교육청,전라남도 순천시,순천)중앙서점,전라남도교육청,1303,순천,전라남도순천교육지원청,순천,전라남도순천교육지원청,3,S140000246,매산고,순천매산고등학교,고등일반,2015,교과서,13137,체육,체육,7900,245,1935500
씨마스,2023,고등학교,13,전라남도,전라남도교육청,전라남도 순천시,순천)중앙서점,전라남도교육청,1303,순천,전라남도순천교육지원청,순천,전라남도순천교육지원청,3,S140000246,매산고,순천매산고등학교,고등일반,2015,교과서,13165,체육,스포츠 생활,8000,243,1944000
씨마스,2023,고등학교,13,전라남도,전라남도교육청,전라남도 순천시,순천)중앙서점,전라남도교육청,1303,순천,전라남도순천교육지원청,순천,전라남도순천교육지원청,3,S140000246,매산고,순천매산고등학교,고등일반,2015,지도서,13165,체육,스포츠 생활,59000,2,118000
씨마스,2023,고등학교,13,전라남도,전라남도교육청,전라남도 순천시,순천)중앙서점,전라남도교육청,1303,순천,전라남도순천교육지원청,순천,전라남도순천교육지원청,3,S140000246,매산고,순천매산고등학교,고등일반,2015,교과서,13272,정보,정보,8600,245,2107000
씨마스,2023,고등학교,13,전라남도,전라남도교육청,전라남도 순천시,순천)중앙서점,전라남도교육청,1303,순천,전라남도순천교육지원청,순천,전라남도순천교육지원청,3,S140000246,매산고,순천매산고등학교,고등일반,2015,교과서,17445,수학,인공지능 수학,9600,46,441600
씨마스,2023,고등학교,13,전라남도,전라남도교육청,전라남도 순천시,순천)중앙서점,전라남도교육청,1303,순천,전라남도순천교육지원청,순천,전라남도순천교육지원청,3,S140000246,매산고,순천매산고등학교,고등일반,2015,지도서,17445,수학,인공지능 수학,90000,1,90000
씨마스,2023,고등학교,13,전라남도,전라남도교육청,전라남도 순천시,순천)중앙서점,전라남도교육청,1303,순천,전라남도순천교육지원청,순천,전라남도순천교육지원청,4,S140000247,매산여고,순천매산여자고등학교,고등일반,2015,교과서,13137,체육,체육,7900,212,1674800
씨마스,2023,고등학교,13,전라남도,전라남도교육청,전라남도 순천시,순천)중앙서점,전라남도교육청,1303,순천,전라남도순천교육지원청,순천,전라남도순천교육지원청,4,S140000247,매산여고,순천매산여자고등학교,고등일반,2015,교과서,13165,체육,스포츠 생활,8000,218,1744000
씨마스,2023,고등학교,13,전라남도,전라남도교육청,전라남도 순천시,순천)중앙서점,전라남도교육청,1303,순천,전라남도순천교육지원청,순천,전라남도순천교육지원청,4,S140000247,매산여고,순천매산여자고등학교,고등일반,2015,교과서,13235,예술(미술),미술 창작,7500,218,1635000
씨마스,2023,중학교,13,전라남도,전라남도교육청,전라남도 순천시,순천)중앙서점,전라남도교육청,1303,순천,전라남도순천교육지원청,순천,전라남도순천교육지원청,5,S140001084,매산중,순천매산중학교,중학교,2015,교과서,11754,미술,미술 ①,6400,220,1408000
씨마스,2023,중학교,13,전라남도,전라남도교육청,전라남도 순천시,순천)중앙서점,전라남도교육청,1303,순천,전라남도순천교육지원청,순천,전라남도순천교육지원청,5,S140001084,매산중,순천매산중학교,중학교,2015,교과서,11774,미술,미술 ②,6400,240,1536000
씨마스,2023,고등학교,13,전라남도,전라남도교육청,전라남도 나주시,종합서점,전라남도교육청,1304,나주,전라남도나주교육지원청,나주,전라남도나주교육지원청,13,S140005574,매성고90,매성고등학교,고등일반,2015,교과서,13072,사회(역사/도덕),여행지리,9000,43,387000
씨마스,2023,고등학교,13,전라남도,전라남도교육청,전라남도 나주시,종합서점,전라남도교육청,1304,나주,전라남도나주교육지원청,나주,전라남도나주교육지원청,13,S140005574,매성고90,매성고등학교,고등일반,2015,교과서,13082,사회(역사/도덕),사회문제 탐구,8500,88,748000
씨마스,2023,고등학교,13,전라남도,전라남도교육청,전라남도 나주시,종합서점,전라남도교육청,1304,나주,전라남도나주교육지원청,나주,전라남도나주교육지원청,13,S140005574,매성고90,매성고등학교,고등일반,2015,교과서,13112,과학,생활과 과학,9800,92,901600
씨마스,2023,고등학교,13,전라남도,전라남도교육청,전라남도 나주시,종합서점,전라남도교육청,1304,나주,전라남도나주교육지원청,나주,전라남도나주교육지원청,13,S140005574,매성고90,매성고등학교,고등일반,2015,교과서,13235,예술(미술),미술 창작,7500,128,960000
씨마스,2023,고등학교,13,전라남도,전라남도교육청,전라남도 나주시,종합서점,전라남도교육청,1304,나주,전라남도나주교육지원청,나주,전라남도나주교육지원청,13,S140005574,매성고90,매성고등학교,고등일반,2015,지도서,13235,예술(미술),미술 창작,45000,1,45000
씨마스,2023,고등학교,13,전라남도,전라남도교육청,전라남도 나주시,종합서점,전라남도교육청,1304,나주,전라남도나주교육지원청,나주,전라남도나주교육지원청,13,S140005574,매성고90,매성고등학교,고등일반,2015,지도서,13243,예술(미술),미술 감상과 비평,49000,1,49000
씨마스,2023,고등학교,13,전라남도,전라남도교육청,전라남도 나주시,종합서점,전라남도교육청,1304,나주,전라남도나주교육지원청,나주,전라남도나주교육지원청,13,S140005574,매성고90,매성고등학교,고등일반,2015,교과서,17436,정보,인공지능 기초,12100,98,1185800
씨마스,2023,고등학교,13,전라남도,전라남도교육청,전라남도 나주시,종합서점,전라남도교육청,1304,나주,전라남도나주교육지원청,나주,전라남도나주교육지원청,13,S140005574,매성고90,매성고등학교,고등일반,2015,교과서,76201,교양,심리학,9700,54,523800
씨마스,2023,중학교,8,경기도,경기도교육청,경기도 성남시 분당구,성남)천재도서,경기도교육청,802,성남,경기도성남교육지원청,성남,경기도성남교육지원청,6,S090002178,매송중,매송중학교,중학교,2015,교과서,11796,한문,한문,7800,179,1396200
씨마스,2023,중학교,8,경기도,경기도교육청,경기도 성남시 분당구,성남)천재도서,경기도교육청,802,성남,경기도성남교육지원청,성남,경기도성남교육지원청,6,S090002178,매송중,매송중학교,중학교,2015,지도서,11796,한문,한문,50000,1,50000
씨마스,2023,중학교,8,경기도,경기도교육청,경기도 광주시,광주교육,경기도교육청,814,경기광주하남,경기도광주하남교육지원청,광주하남,경기도광주하남교육지원청,24,S090007253,매양중학교,매양중학교,중학교,2015,교과서,11644,정보,정보,7000,305,2135000
씨마스,2023,고등학교,8,경기도,경기도교육청,경기도 수원시 영통구,이상서적,경기도교육청,801,수원,경기도수원교육지원청,수원,경기도수원교육지원청,43,S090005577,매원고,매원고등학교,고등일반,2015,교과서,13165,체육,스포츠 생활,8000,257,2056000
씨마스,2023,고등학교,8,경기도,경기도교육청,경기도 수원시 영통구,이상서적,경기도교육청,801,수원,경기도수원교육지원청,수원,경기도수원교육지원청,43,S090005577,매원고,매원고등학교,고등일반,2015,교과서,76201,교양,심리학,9700,201,1949700
씨마스,2023,고등학교,3,대구광역시,대구광역시교육청,대구광역시 북구,대본서적,대구광역시교육청,302,대구서부,대구광역시서부교육지원청,서부,대구광역시서부교육지원청,20,S030001815,매천고,매천고등학교,고등일반,2015,교과서,17445,수학,인공지능 수학,9600,54,518400
씨마스,2023,고등학교,8,경기도,경기도교육청,경기도 수원시 영통구,이상서적,경기도교육청,801,수원,경기도수원교육지원청,수원,경기도수원교육지원청,10,S090004902,매탄고,매탄고등학교,고등일반,2015,교과서,13112,과학,생활과 과학,9800,217,2126600
